"run","UDPPacketLoss (Percent)"
"0","0.0996441281138738"
"1","0.0874890638670189"
"2","0.0579038795599285"
"3","0.0880410858400626"
"4","0.102204701416264"
"5","0.088443396226412"
"6","0.121636004257264"
"7","0.102384086587681"
"8","0.132430841671571"
"9","0.0872346612387331"
"10","0.0589014872625526"
"11","0.0575539568345329"
"12","0.13515542874305"
"13","0.0763009308713536"
"14","0.0739207569485534"
"15","0.0714387769681357"
"16","0.101390498261877"
"17","0.102926040288198"
"18","0.163666121112926"
"19","0.102174864983218"
"20","0.0727378527785816"
"21","0.119653006281784"
"22","0.0891000891000915"
"23","0.0730140186915862"
"24","0.075392038600719"
"25","0.0726955510322758"
"26","0.101214574898789"
"27","0.102986611740474"
"28","0.120048019207686"
"29","0.161527165932451"
"30","0.132352941176472"
"31","0.0730566919929898"
"32","0.103596270534256"
"33","0.0731101038163429"
"34","0.0720564922899514"
"35","0.0890604126465799"
"36","0.0742280285035646"
"37","0.103950103950101"
"38","0.102444021659598"
"39","0.101229211858278"
"40","0.0893921334922498"
"41","0.0869943453675526"
"42","0.119545726240289"
"43","0.0737028301886822"
"44","0.0727802037845726"
"45","0.128700128700132"
"46","0.0873743993010101"
"47","0.101083032490978"
"48","0.074615728995675"
"49","0.0889284126278311"
"50","0.118028917084689"
"51","0.0733568075117375"
"52","0.133392618941752"
"53","0.0885739592559776"
"54","0.0877449546651032"
"55","0.0891000891000915"
"56","0.0584880830530765"
"57","0.073260073260073"
"58","0.0869061413673267"
"59","0.0713877784123351"
"60","0.0743494423791846"
"61","0.145412243710918"
"62","0.0879378572475442"
"63","0.104680723792439"
"64","0.0748166990872323"
"65","0.0867678958785256"
"66","0.132547864506627"
"67","0.0594707106749914"
"68","0.117250476330055"
"69","0.117820324005891"
"70","0.0903206382658395"
"71","0.0893655049151065"
"72","0.0897129186602896"
"73","0.116144018583042"
"74","0.0864677907479461"
"75","0.102294315358764"
"76","0.119617224880386"
"77","0.0880540064572943"
"78","0.0731528895391409"
"79","0.146113383985969"
"80","0.0879120879120898"
"81","0.102579132473624"
"82","0.0742059958444674"
"83","0.113879003558714"
"84","0.072526834928921"
"85","0.103214391035089"
"86","0.0883392226148416"
"87","0.0873616773441999"
"88","0.103062426383982"
"89","0.0870448280864689"
"90","0.102339181286548"
"91","0.145964092833162"
"92","0.0872600349040131"
"93","0.073561865528915"
"94","0.0728332119446451"
"95","0.101773771445191"
"96","0.0749400479616358"
"97","0.0736702519522625"
"98","0.103811359928818"
"99","0.0876552227903615"
"mean","0.0947388185135205"
"min","0.0575539568345329"
"max","0.163666121112926"
"lower","0.0901896616137066"
"upper","0.0992879754133344"
"error","0.00454915689981389"
