"run","UDPPacketLoss (Percent)"
"0","8.26245443499393"
"1","0.117750956726526"
"2","26.9461077844311"
"3","16.9609261939219"
"4","0.206489675516219"
"5","17.6401179941003"
"6","8.89597218197624"
"7","7.74840474020054"
"8","16.4462334675101"
"9","8.60655737704919"
"10","0.815293786899074"
"11","8.55789161978087"
"12","8.66768759571209"
"13","9.02077151335312"
"14","0.148456057007129"
"15","7.66360505166476"
"16","0.120373156786036"
"17","17.6663682482841"
"18","0.0893655049151065"
"19","0.181378476420802"
"20","0.176366843033515"
"21","0.978357545211972"
"22","7.98842257597685"
"23","9.3427645151783"
"24","17.4465626805315"
"25","8.50360576923077"
"26","8.92280598767244"
"27","0.257953568357694"
"28","42.0336037079954"
"29","0.0294377391816258"
"30","8.57562408223201"
"31","0.0602954476937034"
"32","0.143348623853212"
"33","8.74074074074074"
"34","8.24436536180309"
"35","8.11594202898551"
"36","17.1420339959666"
"37","0.115506786023678"
"38","0.145857642940495"
"39","7.02321481046135"
"40","9.85380116959065"
"41","0.11621150493899"
"42","17.0431211498973"
"43","0.146327187591455"
"44","8.39832033593282"
"45","8.62581796549673"
"46","0.0291800408520615"
"47","8.00942285041225"
"48","0.0294811320754707"
"49","8.30886670581327"
"50","16.8408826945412"
"51","0.145645208272649"
"52","0.117612466921491"
"53","7.24940334128878"
"54","0.117439812096298"
"55","0.0300932891965089"
"56","0.20914251568569"
"57","0.171722953634801"
"58","0.177567327611716"
"59","8.28247602441151"
"60","15.3961136023916"
"61","0.0583941605839411"
"62","16.1242603550296"
"63","17.31220657277"
"64","8.30439814814815"
"65","8.01393728222997"
"66","15.3115727002967"
"67","0.122812404052808"
"68","19.2592592592593"
"69","66.2735849056604"
"70","0.179856115107913"
"71","8.33081798973739"
"72","0.0896592946802111"
"73","0.0874890638670189"
"74","0.0863060989643283"
"75","8.24414231993058"
"76","0.148588410104011"
"77","0.147666863555818"
"78","8.64160994377034"
"79","0.55964653902798"
"80","0.0887836638058581"
"81","0.028368794326239"
"82","9.36406067677946"
"83","0.0866801502455883"
"84","0.117405341943055"
"85","8.51251840942563"
"86","0.0596302921884284"
"87","0.0305716906144893"
"88","0.0283205890682536"
"89","8.14264487369986"
"90","0.0303306035790096"
"91","0.2031340684852"
"92","7.70814945572227"
"93","0.115707260630604"
"94","0.0292654375182888"
"95","0.297707651086632"
"96","8.76411170528818"
"97","0.0886262924667647"
"98","0.0854214123006791"
"99","0.119012198750368"
"mean","6.49244324543674"
"min","0.0283205890682536"
"max","66.2735849056604"
"lower","4.61758878320088"
"upper","8.3672977076726"
"error","1.87485446223586"
