"run","CapacityAtEnd (Stddev)"
"0","0.0238495282972222"
"1","0.0236474100061719"
"2","0.0233709221041875"
"3","0.0228648201392445"
"4","0.0232099116758337"
"5","0.0235435766186873"
"6","0.0236896601917377"
"7","0.0233709221041875"
"8","0.0236896601917377"
"9","0.0244376758305695"
"10","0.0234946802489415"
"11","0.0233709221041875"
"12","0.0233602226016791"
"13","0.0231473540604537"
"14","0.0233602226016791"
"15","0.0234478143970819"
"16","0.0233602226016791"
"17","0.0232551069659978"
"18","0.0232551069659978"
"19","0.0237655212440207"
"20","0.0234478143970819"
"21","0.0232808934536456"
"22","0.0235435766186873"
"23","0.0232551069659978"
"24","0.0239415956026327"
"25","0.0236474100061719"
"26","0.0235435766186873"
"27","0.0236896601917377"
"28","0.0240997925302273"
"29","0.0226495033058123"
"30","0.0237655212440207"
"31","0.0238495282972222"
"32","0.0241495341569977"
"33","0.0235435766186873"
"34","0.0233602226016791"
"35","0.0236896601917377"
"36","0.0238495282972222"
"37","0.0234478143970819"
"38","0.0235435766186873"
"39","0.0235435766186873"
"40","0.0234478143970819"
"41","0.0243413228892762"
"42","0.0236896601917377"
"43","0.0237655212440207"
"44","0.0234478143970819"
"45","0.0240062491864098"
"46","0.0232551069659978"
"47","0.0239791576165636"
"48","0.0235435766186873"
"49","0.0240416305603426"
"50","0.0234478143970819"
"51","0.0232551069659978"
"52","0.0231473540604537"
"53","0.0236474100061719"
"54","0.0231127670346932"
"55","0.0238495282972222"
"56","0.0236262565803388"
"57","0.0238495282972222"
"58","0.0241722981944208"
"59","0.0233602226016791"
"60","0.0237592087410334"
"61","0.0234478143970819"
"62","0.0237655212440207"
"63","0.0239415956026327"
"64","0.0231473540604537"
"65","0.0233602226016791"
"66","0.0236220236220354"
"67","0.0244376758305695"
"68","0.0244376758305695"
"69","0.022956480566498"
"70","0.0234478143970819"
"71","0.0232551069659978"
"72","0.0237592087410334"
"73","0.0236220236220354"
"74","0.0230477764654207"
"75","0.0231473540604537"
"76","0.0237655212440207"
"77","0.0231473540604537"
"78","0.0234478143970819"
"79","0.0231127670346932"
"80","0.0237592087410334"
"81","0.0239415956026327"
"82","0.0231473540604537"
"83","0.0243413228892762"
"84","0.0238495282972222"
"85","0.0240416305603426"
"86","0.0235435766186873"
"87","0.0235435766186873"
"88","0.0239415956026327"
"89","0.0233709221041875"
"90","0.0235435766186873"
"91","0.0237655212440207"
"92","0.0235435766186873"
"93","0.0230477764654207"
"94","0.0234478143970819"
"95","0.0234478143970819"
"96","0.0233602226016791"
"97","0.0232551069659978"
"98","0.0238495282972222"
"99","0.0236474100061719"
"mean","0.0235733584237853"
"min","0.0226495033058123"
"max","0.0244376758305695"
"lower","0.0235040554136001"
"upper","0.0236426614339706"
"error","6.93030101852586e-05"
