"run","Overhead (Percent)"
"0","0.439165436031264"
"1","0.440687233562862"
"2","0.447405420154982"
"3","0.44622803755643"
"4","0.455688231137039"
"5","0.447536624080893"
"6","0.456984544319169"
"7","0.457052975662401"
"8","0.444862232556316"
"9","0.449845213718112"
"10","0.448720931437744"
"11","0.449845213718112"
"12","0.446815953241403"
"13","0.455552204809537"
"14","0.447339847036505"
"15","0.458013170917379"
"16","0.44298980820103"
"17","0.445446552433848"
"18","0.454263993580593"
"19","0.458150671108476"
"20","0.454061257508089"
"21","0.452983047418889"
"22","0.440750870703908"
"23","0.447602254905246"
"24","0.45137529936592"
"25","0.438471452487326"
"26","0.445381552212057"
"27","0.456301356234014"
"28","0.459737877712165"
"29","0.454263993580593"
"30","0.444085519854102"
"31","0.458977409099443"
"32","0.447208758446245"
"33","0.447208758446245"
"34","0.4527814528422"
"35","0.445902085763179"
"36","0.456847743088778"
"37","0.447930697979843"
"38","0.447339847036505"
"39","0.438723556222254"
"40","0.446946811616136"
"41","0.448523111791101"
"42","0.461405860815884"
"43","0.443633688689412"
"44","0.461615210101693"
"45","0.447012269550947"
"46","0.440687233562862"
"47","0.440750870703908"
"48","0.442411911696484"
"49","0.451909945816557"
"50","0.447012269550947"
"51","0.442476047950417"
"52","0.45130855749604"
"53","0.445902085763179"
"54","0.456028652620002"
"55","0.449977852721668"
"56","0.447339847036505"
"57","0.446489142298922"
"58","0.447864970809613"
"59","0.452110764915511"
"60","0.451241835360598"
"61","0.452915829283586"
"62","0.452915829283586"
"63","0.44395633134863"
"64","0.441899490234582"
"65","0.455688231137039"
"66","0.457395440027316"
"67","0.451843045755511"
"68","0.45050919184434"
"69","0.438156729962911"
"70","0.448259623420501"
"71","0.448786910102418"
"72","0.451108450258022"
"73","0.449646401764408"
"74","0.453926200630116"
"75","0.448984962563624"
"76","0.446685171470425"
"77","0.443054112131361"
"78","0.438849716833234"
"79","0.440178797218143"
"80","0.444991948899843"
"81","0.443891765278377"
"82","0.458357076260919"
"83","0.439355085694898"
"84","0.439228634391378"
"85","0.447536624080893"
"86","0.443182776014028"
"87","0.435344427660503"
"88","0.44466779977653"
"89","0.439671532723168"
"90","0.446162809080338"
"91","0.448193799692085"
"92","0.447208758446245"
"93","0.45024336552269"
"94","0.448457210662855"
"95","0.438030967420281"
"96","0.444862232556316"
"97","0.451108450258022"
"98","0.447339847036505"
"99","0.445251608661444"
"mean","0.448210252124265"
"min","0.435344427660503"
"max","0.461615210101693"
"lower","0.447037546959977"
"upper","0.449382957288554"
"error","0.0011727051642883"
