"run","UDPPacketLoss (Percent)"
"0","8.96571930852622"
"1","0.0289603243556313"
"2","0.0875656742556963"
"3","0.240168117682382"
"4","0.0292740046838436"
"5","0.0291120815138268"
"6","0.0857878181298233"
"7","0.117061750073166"
"8","0.0289268151576483"
"9","0.0568020448736162"
"10","0.175798417814244"
"11","0.146584579302256"
"12","0.0593295757935319"
"13","0.145095763203718"
"14","0.119510008963253"
"15","0.0900630441308947"
"16","0.0583600817041119"
"17","0.149611011370432"
"18","0.119760479041919"
"19","0.35429583702391"
"20","0.0611995104039198"
"21","0.116042935886274"
"22","0.198019801980198"
"23","0.0889943636902979"
"24","0.117027501462841"
"25","0.0593647966755761"
"26","0.0589622641509413"
"27","0.116076610562976"
"28","0.0891530460624068"
"29","0.115506786023678"
"30","0.0293169158604556"
"31","0.0298864315600667"
"32","0.349344978165944"
"33","0.0590841949778431"
"34","0.115506786023678"
"35","0.11658408627222"
"36","0.177304964539005"
"37","0.0880023467292435"
"38","0.12132241431605"
"39","0.0598444045481705"
"40","0.0875656742556963"
"41","0.0290444379901222"
"42","0.0600961538461564"
"43","0.0576202823393879"
"44","0.118623962040332"
"45","0.0297619047619047"
"46","0.0296912114014281"
"47","0.0589275191514416"
"48","0.0867553499132478"
"49","0.059577003276734"
"50","0.0881316098707452"
"51","0.410798122065725"
"52","0.0295857988165671"
"53","0.02951593860685"
"54","0.0292312189418276"
"55","0.117959304040105"
"56","0.364188163884671"
"57","0.146284376828554"
"58","0.114909508761851"
"59","0.288933834151983"
"60","0.179694519317164"
"61","0.375939849624063"
"62","0.118273211117681"
"63","0.0289184499710826"
"64","0.0287935502447434"
"65","0.118308192842353"
"66","0.0588928150765611"
"67","0.117750956726526"
"68","0.331325301204821"
"69","0.0578368999421652"
"70","0.0594177064765278"
"71","0.118343195266268"
"72","0.0890736342042731"
"73","0.0590841949778431"
"74","0.0574877838459331"
"75","0.0593471810089063"
"76","0.11527377521614"
"77","0.117612466921491"
"78","0.0584795321637466"
"79","0.117302052785928"
"80","0.0292997363023684"
"81","0.0290782204129147"
"82","0.0291460215680606"
"83","0.0295770482105939"
"84","0.116686114352393"
"85","0.0594353640416045"
"86","0.0573065902578773"
"87","0.0601503759398492"
"88","0.380339379754246"
"89","0.119474313022705"
"90","0.0882093501911152"
"91","0.179211469534046"
"92","0.34602076124568"
"93","0.0295683027794258"
"94","0.090552369453667"
"95","0.0292654375182888"
"96","0.0590318772137"
"97","0.029368575624078"
"98","0.029647198339755"
"99","0.0591191250369549"
"mean","0.196091761521708"
"min","0.0287935502447434"
"max","8.96571930852622"
"lower","0.0194094189125003"
"upper","0.372774104130915"
"error","0.176682342609208"
