"run","UDPPacketLoss (Percent)"
"0","8.78995433789954"
"1","0.0583430571761911"
"2","0.0894988066825753"
"3","0.551044083526686"
"4","0.029120559114737"
"5","0.405797101449279"
"6","0.329242741694102"
"7","0.328947368421051"
"8","0.0289435600578924"
"9","0.326797385620914"
"10","0.410557184750737"
"11","0.0890736342042731"
"12","0.400457665903886"
"13","0.149925037481258"
"14","0.117647058823533"
"15","0.38123167155425"
"16","0.0294724432655435"
"17","0.203488372093019"
"18","0.262850467289721"
"19","0.179856115107913"
"20","0.206550604898204"
"21","0.30193236714976"
"22","0.344431687715274"
"23","0.117302052785928"
"24","0.175131348511381"
"25","0.393581592491676"
"26","0.230946882217087"
"27","0.113604089747232"
"28","0.058072009291521"
"29","0.210843373493974"
"30","0.0298596595998846"
"31","0.0295857988165671"
"32","0.326312666864437"
"33","0.116720163408224"
"34","0.0585651537335252"
"35","0.144759698899821"
"36","0.20414114902304"
"37","0.0918836140888168"
"38","0.0297176820208023"
"39","0.235086688216279"
"40","0.028851702250432"
"41","0.254093732354599"
"42","0.0893122953259939"
"43","0.172018348623848"
"44","0.0900630441308947"
"45","0.0580383052814826"
"46","0.0877963125548775"
"47","0.14710208884966"
"48","0.115908432338452"
"49","0.0593119810201714"
"50","0.0877192982456143"
"51","0.595770032767351"
"52","0.0879249706916774"
"53","0.438853130485661"
"54","0.239952009598077"
"55","0.0600420294205928"
"56","0.63424947145877"
"57","0.254668930390489"
"58","0.0294464075382805"
"59","0.321167883211682"
"60","0.0901442307692291"
"61","0.374208405296483"
"62","0.118588793359031"
"63","0.0604594921402635"
"64","0.287356321839083"
"65","0.410076157000583"
"66","0.120084058841186"
"67","0.116110304789552"
"68","0.146455770357357"
"69","0.400457665903886"
"70","0.40036957191254"
"71","0.177830468286899"
"72","0.0590318772137"
"73","0.11567379988433"
"74","0.0869565217391344"
"75","0.029120559114737"
"76","0.0884955752212369"
"77","0.058072009291521"
"78","0.203311065930878"
"79","0.146156094709149"
"80","0.330033003300334"
"81","0.117785630153122"
"82","0.438340151957917"
"83","0.380450687737777"
"84","0.204081632653064"
"85","0.446561476629947"
"86","0.174469322477466"
"87","0.474355173436114"
"88","0.472255017709566"
"89","0.607533414337791"
"90","0.292483182217018"
"91","0.029877502240816"
"92","0.148104265402849"
"93","0.354505169867059"
"94","0.318287037037035"
"95","0.0299490865528607"
"96","0.171428571428567"
"97","0.0898203592814339"
"98","0.118835412953056"
"99","0.328358208955226"
"mean","0.294500403915589"
"min","0.028851702250432"
"max","8.78995433789954"
"lower","0.121575766757206"
"upper","0.467425041073973"
"error","0.172924637158384"
